pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_spectype,releasedate,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_logg
TOI-4010 d,TOI-4010,1,4,Transit,K V,2023-06-27,2023,Transiting Exoplanet Survey Satellite (TESS),14.70886,0.113,6.18,38.15,650,4960,0.83,0.88,4.54
TOI-4087 b,TOI-4087,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),3.1774835,0.04469,13.047,232.01474,1458,6060,1.11,1.18,4.42
TOI-411 b,HD 22946,1,3,Transit,,2023-07-10,2022,Transiting Exoplanet Survey Satellite (TESS),4.040295,0.05727,1.362,13.71,1241,6169,1.12,1.1,4.47
TOI-411 c,HD 22946,1,3,Transit,,2023-07-10,2022,Transiting Exoplanet Survey Satellite (TESS),9.573083,0.1017,2.328,9.72,931,6169,1.12,1.1,4.47
TOI-4127 b,TOI-4127,1,1,Transit,F V,2023-06-12,2023,Transiting Exoplanet Survey Satellite (TESS),56.39879,0.3081,12.285,731.00534,605,6096,1.29,1.23,4.26
TOI-4137 b,TOI-4137,1,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),3.8016122,0.05222,13.574,457.67291,1570,6202,1.44,1.31,4.24
TOI-4145 A b,TOI-4145 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),4.0664428,0.04823,13.305,136.66622,1074,5281,0.86,0.91,4.53
TOI-4153 b,TOI-4153,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),4.6174141,0.06311,16.119,365.50267,1669,6860,1.6,1.57,4.22
TOI-4201 b,TOI-4201,1,1,Transit,M1.0+/-0.5,2023-09-19,2023,Transiting Exoplanet Survey Satellite (TESS),3.5819194,0.04,13.675,788.21445,725,3794,0.63,0.61,4.64
TOI-421 b,TOI-421,2,2,Transit,G9 V,2024-08-07,2020,Transiting Exoplanet Survey Satellite (TESS),5.197576,0.0554,2.64,6.7,922,5291,0.87,0.83,4.48
TOI-421 c,TOI-421,2,2,Transit,G9 V,2024-08-07,2020,Transiting Exoplanet Survey Satellite (TESS),16.067541,0.117,5.09,14.1,635,5291,0.87,0.83,4.48
TOI-431 b,TOI-431,1,3,Transit,,2021-08-16,2021,Transiting Exoplanet Survey Satellite (TESS),0.490047,0.0113,1.28,3.07,1862,4850,0.73,0.78,4.6
TOI-431 d,TOI-431,1,3,Transit,,2021-08-16,2021,Transiting Exoplanet Survey Satellite (TESS),12.46103,0.098,3.29,9.9,633,4850,0.73,0.78,4.6
TOI-4406 b,TOI-4406,1,1,Transit,,2023-04-10,2023,Transiting Exoplanet Survey Satellite (TESS),30.08364,0.201,11.209,95.34852,904,6219,1.29,1.19,4.29
TOI-4438 b,TOI-4438,1,1,Transit,M3.5 V,2024-03-25,2024,Transiting Exoplanet Survey Satellite (TESS),7.44628,0.0534,2.52,5.4,435,3422,0.37,0.37,4.68
TOI-4463 A b,TOI-4463 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),2.8807198,0.04036,13.26,252.35576,1395,5640,1.06,1.06,4.41
TOI-4515 b,TOI-4515,1,1,Transit,G8/G9,2024-03-10,2024,Transiting Exoplanet Survey Satellite (TESS),15.266446,0.118,12.17,637,705,5433,0.86,0.95,4.48
TOI-4562 b,TOI-4562,1,1,Transit,F7 V,2023-02-07,2023,Transiting Exoplanet Survey Satellite (TESS),225.11781,0.768,12.53,732,318,6096,1.15,1.19,4.39
TOI-4600 b,TOI-4600,1,2,Transit,K V,2023-09-19,2023,Transiting Exoplanet Survey Satellite (TESS),82.6869,0.349,6.8,959.84179,347,5170,0.81,0.89,4.57
TOI-4600 c,TOI-4600,1,2,Transit,K V,2023-09-19,2023,Transiting Exoplanet Survey Satellite (TESS),482.8191,1.152,9.42,2946.26933,191,5170,0.81,0.89,4.57
TOI-4603 b,TOI-4603,1,1,Transit,F,2023-03-28,2023,Transiting Exoplanet Survey Satellite (TESS),7.24599,0.0888,11.68,4096.80817,1677,6264,2.74,1.76,3.81
TOI-4791 b,TOI-4791,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),4.28088,0.0555,12.442,734.18362,1472,6058,1.41,1.24,4.23
TOI-480 b,TOI-480,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),6.866196,0.077,2.854,20.8,1199,6174,1.49,1.28,4.19
TOI-481 b,TOI-481,1,1,Transit,G,2020-12-17,2020,Transiting Exoplanet Survey Satellite (TESS),10.33111,0.097,11.097,486.2799,1370,5735,1.66,1.14,4.06
TOI-4860 b,TOI-4860,1,1,Transit,M3.5 V,2024-03-04,2023,Transiting Exoplanet Survey Satellite (TESS),1.5227591,0.01808,8.7,86.7,694,3260,0.36,0.34,4.86
TOI-500 b,TOI-500,1,4,Transit,K6 V,2022-05-09,2022,Transiting Exoplanet Survey Satellite (TESS),0.548177,0.01189,1.166,1.42,1617,4440,0.68,0.74,4.62
TOI-5076 b,TOI-5076,2,1,Transit,K2 V,2024-06-10,2024,Transiting Exoplanet Survey Satellite (TESS),23.445,,3.2,16,615,5070,0.78,0.8,4.6
TOI-5153 b,TOI-5153,1,1,Transit,F8 V,2022-07-12,2022,Transiting Exoplanet Survey Satellite (TESS),20.33003,0.158,11.882,1036.12061,906,6300,1.4,1.24,4.3
TOI-519 b,TOI-519,1,1,Transit,M V,2023-05-15,2021,Transiting Exoplanet Survey Satellite (TESS),1.2652328,0.0159,11.545,147.15455,687,3322,0.35,0.34,4.87
TOI-5205 b,TOI-5205,1,1,Transit,M4.0,2023-03-15,2023,Transiting Exoplanet Survey Satellite (TESS),1.630757,0.0199,11.6,343,737,3430,0.39,0.39,4.84
TOI-5232 b,TOI-5232,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),4.0966692,0.05593,12.778,743.71847,1772,6500,1.78,1.39,4.08
TOI-5293 A b,TOI-5293 A,2,1,Transit,M3+/-1,2023-07-21,2023,Transiting Exoplanet Survey Satellite (TESS),2.930289,0.034,11.9,170.4,675,3586,0.52,0.54,4.77
TOI-530 b,TOI-530,1,1,Transit,M0.5 V,2021-10-11,2021,Transiting Exoplanet Survey Satellite (TESS),6.387597,0.052,9.303,127.13136,565,3659,0.54,0.53,4.7
TOI-5301 b,TOI-5301,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),5.858858,0.073,13.092,1182.32167,1648,6240,2.19,1.48,3.93
TOI-532 b,TOI-532,1,1,Transit,,2021-08-16,2021,Transiting Exoplanet Survey Satellite (TESS),2.3266508,0.0296,5.82,61.5,867,3927,0.61,0.64,4.67
TOI-5344 b,TOI-5344,1,1,Transit,,2023-11-07,2023,Transiting Exoplanet Survey Satellite (TESS),3.792622,0.04041,10.604,130.9453,689,3747,0.59,0.61,4.69
TOI-5398 b,TOI-5398,1,2,Transit,G V,2023-11-07,2022,Transiting Exoplanet Survey Satellite (TESS),10.590547,0.098,10.3,58.7,947,6000,1.05,1.15,4.44
TOI-5398 c,TOI-5398,1,2,Transit,G V,2023-11-06,2023,Transiting Exoplanet Survey Satellite (TESS),4.77271,0.057,3.52,11.8,1242,6000,1.05,1.15,4.44
TOI-544 b,TOI-544,1,2,Transit,,2023-12-18,2022,Transiting Exoplanet Survey Satellite (TESS),1.548352,0.0225,2.018,2.89,999,4169,0.62,0.63,4.68
TOI-5542 b,TOI-5542,1,1,Transit,G3 V,2022-10-10,2022,Transiting Exoplanet Survey Satellite (TESS),75.12375,0.332,11.31,419.5335,441,5700,1.06,0.89,4.2
TOI-558 b,TOI-558,1,1,Transit,F V,2022-03-28,2021,Transiting Exoplanet Survey Satellite (TESS),14.574071,0.1291,12.173,1147.36055,1061,6466,1.5,1.35,4.22
TOI-559 b,TOI-559,1,1,Transit,G V,2022-03-28,2021,Transiting Exoplanet Survey Satellite (TESS),6.9839095,0.0723,12.229,1910.14873,1180,5925,1.23,1.03,4.27
TOI-561 b,TOI-561,1,4,Transit,G9 V,2023-03-15,2020,Transiting Exoplanet Survey Satellite (TESS),0.4465688,0.0106,1.425,2,2310,5372,0.84,0.81,4.5
TOI-561 c,TOI-561,1,4,Transit,G9 V,2023-03-15,2020,Transiting Exoplanet Survey Satellite (TESS),10.778831,0.0884,2.91,5.39,800,5372,0.84,0.81,4.5
TOI-561 d,TOI-561,1,4,Transit,G9 V,2023-03-15,2020,Transiting Exoplanet Survey Satellite (TESS),25.7124,0.158,2.82,13.2,598,5372,0.84,0.81,4.5
TOI-561 e,TOI-561,1,4,Transit,G9 V,2023-03-15,2020,Transiting Exoplanet Survey Satellite (TESS),77.03,0.328,2.55,12.6,415,5372,0.84,0.81,4.5
TOI-564 b,TOI-564,1,1,Transit,,2021-02-11,2020,Transiting Exoplanet Survey Satellite (TESS),1.651144,0.02734,11.433,464.98529,1714,5640,1.09,1,4.36
TOI-5678 b,TOI-5678,1,1,Transit,G7 V,2023-06-12,2023,Transiting Exoplanet Survey Satellite (TESS),47.73022,0.249,4.91,20,513,5485,0.94,0.91,4.34
TOI-5720 b,TOI-5720,1,1,Transit,M3.5 +/- 1.0,2024-05-29,2024,Transiting Exoplanet Survey Satellite (TESS),1.4344555,0.018288,1.09,4.3,708,3325,0.38,0.38,5.01
TOI-6008 b,TOI-6008,1,1,Transit,M5.0,2024-05-28,2024,Transiting Exoplanet Survey Satellite (TESS),0.8574347,0.010777,1.03,4,707,3075,0.24,0.23,5.01
TOI-615 b,TOI-615,1,1,Transit,F2 V,2023-07-26,2023,Transiting Exoplanet Survey Satellite (TESS),4.6615983,0.0678,18.977,138.25536,1666,6850,1.73,1.45,4.2
TOI-622 b,TOI-622,1,1,Transit,F6 V,2023-07-25,2023,Transiting Exoplanet Survey Satellite (TESS),6.402513,0.0708,9.236,96.30201,1388,6400,1.42,1.31,4.2
TOI-628 b,TOI-628,1,1,Transit,,2021-03-04,2021,Transiting Exoplanet Survey Satellite (TESS),3.4095675,0.0486,11.882,2011.8639,1586,6250,1.34,1.31,4.3
TOI-640 b,TOI-640,1,1,Transit,,2021-03-04,2021,Transiting Exoplanet Survey Satellite (TESS),5.0037775,0.06608,19.851,279.6904,1749,6460,2.08,1.54,3.99
TOI-663 b,TOI-663,1,3,Transit,M1 V,2024-06-25,2024,Transiting Exoplanet Survey Satellite (TESS),2.598902,0.0295,2.27,4.45,674,3681,0.51,0.51,4.73
TOI-663 c,TOI-663,1,3,Transit,M1 V,2024-06-25,2024,Transiting Exoplanet Survey Satellite (TESS),4.6955507,0.0437,2.26,3.65,553,3681,0.51,0.51,4.73
TOI-663 d,TOI-663,1,3,Transit,M1 V,2024-06-25,2024,Transiting Exoplanet Survey Satellite (TESS),7.1027268,0.0576,1.92,5.2,482,3681,0.51,0.51,4.73
TOI-669 b,TOI-669,1,1,Transit,,2024-07-23,2023,Transiting Exoplanet Survey Satellite (TESS),3.945152,0.048,2.586,10,1125,5597,0.99,0.92,4.41
TOI-674 b,TOI-674,1,1,Transit,M2 V,2021-07-12,2021,Transiting Exoplanet Survey Satellite (TESS),1.977143,0.025,5.25,23.6,635,3514,0.42,0.42,4.81
TOI-677 b,TOI-677,1,1,Transit,F8,2020-05-07,2020,Transiting Exoplanet Survey Satellite (TESS),11.2366,0.1038,13.115,392.83788,1252,6295,1.28,1.18,4.29
TOI-733 b,TOI-733,1,1,Transit,G,2023-04-17,2023,Transiting Exoplanet Survey Satellite (TESS),4.884765,0.0618,1.992,5.72,1056,5585,0.95,0.96,4.47
TOI-757 b,TOI-757,1,1,Transit,K0 V,2024-08-07,2024,Transiting Exoplanet Survey Satellite (TESS),17.46819,0.122,2.5,10.5,641,5278,0.78,0.8,4.5
TOI-762 A b,TOI-762 A,2,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),3.4716826,0.03418,8.339,79.77493,555,3266,0.42,0.44,4.83
TOI-763 b,TOI-763,1,2,Transit,G,2020-09-24,2020,Transiting Exoplanet Survey Satellite (TESS),5.6057,0.06,2.28,9.79,1038,5450,0.9,0.92,4.45
TOI-763 c,TOI-763,1,2,Transit,G,2020-09-24,2020,Transiting Exoplanet Survey Satellite (TESS),12.2737,0.1011,2.63,9.32,800,5450,0.9,0.92,4.45
TOI-776 b,TOI-776,1,2,Transit,,2024-06-10,2020,Transiting Exoplanet Survey Satellite (TESS),8.24662,0.0653,1.798,5,520,3725,0.55,0.54,4.8
TOI-776 c,TOI-776,1,2,Transit,,2024-06-10,2020,Transiting Exoplanet Survey Satellite (TESS),15.665323,0.1001,2.047,6.9,420,3725,0.55,0.54,4.8
TOI-778 b,TOI-778,1,1,Transit,F3 V,2023-05-03,2023,Transiting Exoplanet Survey Satellite (TESS),4.633611,0.06,15.4,878,1561,6643,1.71,1.4,4.05
TOI-782 b,TOI-782,1,1,Transit,,2024-06-10,2024,Transiting Exoplanet Survey Satellite (TESS),8.0240015,0.0578,2.734,19.1,435,3370,0.41,0.4,4.8
TOI-815 b,TOI-815,2,2,Transit,K3 V,2024-05-13,2024,Transiting Exoplanet Survey Satellite (TESS),11.197259,0.0903,2.94,7.6,686,4869,0.77,0.78,4.51
TOI-815 c,TOI-815,2,2,Transit,K3 V,2024-05-13,2024,Transiting Exoplanet Survey Satellite (TESS),34.976145,0.193,2.62,23.5,469,4869,0.77,0.78,4.51
TOI-824 b,TOI-824,1,1,Transit,K4 V,2020-09-24,2020,Transiting Exoplanet Survey Satellite (TESS),1.392978,0.02177,2.926,18.467,1253,4600,0.69,0.71,4.61
TOI-836 b,TOI-836,1,2,Transit,K V,2023-02-25,2023,Transiting Exoplanet Survey Satellite (TESS),3.81673,0.0422,1.704,4.53,871,4552,0.67,0.68,4.74
TOI-836 c,TOI-836,1,2,Transit,K V,2023-02-25,2023,Transiting Exoplanet Survey Satellite (TESS),8.59545,0.075,2.587,9.6,665,4552,0.67,0.68,4.74
TOI-837 b,TOI-837,1,1,Transit,F9/G0,2024-08-07,2020,Transiting Exoplanet Survey Satellite (TESS),8.3249113,0.0888,9.169,120.45697,995,5995,1.05,1.14,4.45
TOI-858 B b,TOI-858 B,2,1,Transit,G0,2023-10-09,2023,Transiting Exoplanet Survey Satellite (TESS),3.2797178,0.04435,14.067,349.61125,1529,5842,1.31,1.08,4.24
TOI-892 b,TOI-892,1,1,Transit,F,2020-12-17,2020,Transiting Exoplanet Survey Satellite (TESS),10.62656,0.092,11.994,301.9385,1397,6261,1.39,1.28,4.26
TOI-905 b,TOI-905,1,1,Transit,,2021-02-11,2020,Transiting Exoplanet Survey Satellite (TESS),3.739494,0.04666,13.126,211.99261,1192,5570,0.92,0.97,4.5
TOI-908 b,TOI-908,1,1,Transit,G V,2023-07-10,2023,Transiting Exoplanet Survey Satellite (TESS),3.183792,0.041657,3.186,16.137,1317,5626,1.03,0.95,4.45
TOI-954 b,TOI-954,1,1,Transit,,2020-11-19,2020,Transiting Exoplanet Survey Satellite (TESS),3.6849729,0.04963,9.55,55.30242,1526,5710,1.89,1.2,3.96
TOI-969 b,TOI-969,1,2,Transit,K V,2022-10-31,2022,Transiting Exoplanet Survey Satellite (TESS),1.8237305,0.02636,2.765,9.1,941,4435,0.67,0.73,4.55
TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,,2020-07-23,2020,Paranal Observatory,,320,12.33,1906.98,1240,,,1,
